6 người,"Cảm ơn bạn đã cung cấp thông tin, bạn xác nhận các thông tin đã cung cấp giúp tôi nhé:
Ngày: 2019-03-05
Thời gian: 8:0
Thời lượng: 120
Số lượng người tham gia: 6",2019-03-04 14:50:06.711669
đặt phòng,📅  Cuộc họp vào ngày nào ạ?,2019-03-04 14:51:41.292373
ngày mai,⏲️ Cuộc họp bắt đầu lúc mấy giờ ạ ?,2019-03-04 14:51:49.141971
lúc 8 giờ,Thời lượng của cuộc họp là bao lâu ạ?,2019-03-04 14:51:59.094202
khoảng 2 tiếng,Bạn đặt phòng cho bao nhiêu người ạ?,2019-03-04 14:52:07.276733
6 người đi,"Cảm ơn bạn đã cung cấp thông tin, bạn xác nhận các thông tin đã cung cấp giúp tôi nhé:
Ngày: 2019-03-05
Thời gian: 8:0
Thời lượng: 120
Số lượng người tham gia: 6",2019-03-04 14:52:16.414201
đặt phòng,📅  Vào ngày nào thế ạ?,2019-03-04 14:54:16.462258
ngày mai,⏲️ Cuộc họp bắt đầu lúc mấy giờ ạ ?,2019-03-04 14:54:24.508772
lúc 8 giờ,Thời lượng của cuộc họp là bao lâu ạ?,2019-03-04 14:54:35.043020
khoảng 2 tiếng,Bạn đặt phòng cho bao nhiêu người ạ?,2019-03-04 14:54:51.276107
cho 10 người,"Cảm ơn bạn đã cung cấp thông tin, bạn xác nhận các thông tin đã cung cấp giúp tôi nhé:
Ngày: 2019-03-05
Thời gian: 8:0
Thời lượng: 120
Số lượng người tham gia: 10",2019-03-04 14:55:02.949147
đặt phòng,📅  Vào ngày nào thế ạ?,2019-03-04 14:57:17.215466
ngày mai,⏲️ Cuộc họp bắt đầu lúc mấy giờ ạ ?,2019-03-04 14:57:23.185263
lúc 8 giờ,Thời lượng của cuộc họp là bao lâu ạ?,2019-03-04 14:57:32.642503
khoảng 2 tiếng,Bao nhiêu người sẽ tham gia cuộc họp ạ?,2019-03-04 14:57:45.809197
10 người,"Cảm ơn bạn đã cung cấp thông tin, bạn xác nhận các thông tin đã cung cấp giúp tôi nhé:
Ngày: 2019-03-05
Thời gian: 8:0
Thời lượng: 120
Số lượng người tham gia: 10",2019-03-04 14:57:53.225821
đặt phòng,📅  Cuộc họp vào ngày nào ạ?,2019-03-04 14:59:23.628019
ngày mai,⏲️ Cuộc họp bắt đầu lúc mấy giờ ạ ?,2019-03-04 14:59:31.305307
lúc 8 giờ,Thời lượng của cuộc họp là bao lâu ạ?,2019-03-04 14:59:38.015766
đặt phòng,"📅  Dạ, vào ngày nào thế ạ?",2019-03-04 15:00:11.532740
ngày mai,⏲️ Cuộc họp bắt đầu lúc mấy giờ ạ ?,2019-03-04 15:00:17.760959
lúc 8 giờ,Thời lượng của cuộc họp là bao lâu ạ?,2019-03-04 15:00:28.103555
khoảng 2 tiếng,Bao nhiêu người sẽ tham gia cuộc họp ạ?,2019-03-04 15:00:35.375213
10 người,"Cảm ơn bạn đã cung cấp thông tin, bạn xác nhận các thông tin đã cung cấp giúp tôi nhé:
Ngày: 2019-03-05
Thời gian: 8:0
Thời lượng: 120
Số lượng người tham gia: 10",2019-03-04 15:00:45.375913
đặt phòng,📅  Vào ngày nào thế ạ?,2019-03-04 15:05:20.808343
"ngày mai lúc 9 giờ, khoảng 2 tiếng cho 10 người nhé","Cảm ơn bạn đã cung cấp thông tin, bạn xác nhận các thông tin đã cung cấp giúp tôi nhé:
Ngày: 2019-03-05
Thời gian: 9:0
Thời lượng: 120
Số lượng người tham gia: 10",2019-03-04 15:05:36.287404
đặt phòng tiếp,"📅  Dạ, vào ngày nào thế ạ?",2019-03-04 15:07:26.505781
ngày mai lúc 9 giờ cho 2 người,Thời lượng của cuộc họp là bao lâu ạ?,2019-03-04 15:07:39.599301
khoảng 2 tiếng,"Cảm ơn bạn đã cung cấp thông tin, bạn xác nhận các thông tin đã cung cấp giúp tôi nhé:
Ngày: 2019-03-05
Thời gian: 9:0
Thời lượng: 120
Số lượng người tham gia: 2",2019-03-04 15:07:49.463361
eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1c2VyX2lkIjoxLCJ1c2VybmFtZSI6Imh1bmciLCJleHAiOjE1NTE2ODgwNjksImVtYWlsIjoiaHVuZ0BnbWFpbC5jb20ifQ.F-K4nltgw0b-WE4LeDjrZvsvaCVV9iWAGvXlaGtjbbw,"Xin lỗi, tôi không chắc mình hiểu đúng ý bạn🤔 Ý bạn là...",2019-03-04 15:22:57.509464
eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1c2VyX2lkIjoxLCJ1c2VybmFtZSI6Imh1bmciLCJleHAiOjE1NTE2ODgwNjksImVtYWlsIjoiaHVuZ0BnbWFpbC5jb20ifQ.F-K4nltgw0b-WE4LeDjrZvsvaCVV9iWAGvXlaGtjbbw,"Tôi xin lỗi, tôi không thể giúp bạn được :( Vui lòng cho tôi biết nếu bạn có bất kỳ đề xuất nào về cách tôi có thể cải thiện ạ.",2019-03-04 15:23:24.630949
eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1c2VyX2lkIjoxLCJ1c2VybmFtZSI6Imh1bmciLCJleHAiOjE1NTE2ODgwNjksImVtYWlsIjoiaHVuZ0BnbWFpbC5jb20ifQ.F-K4nltgw0b-WE4LeDjrZvsvaCVV9iWAGvXlaGtjbbw,Cảm ơn về phản hồi của bạn! Chúng tôi sẽ ghi nhận phản hồi và trả lời bạn sớm nhất ạ!,2019-03-04 15:23:42.330953
eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1c2VyX2lkIjoxLCJ1c2VybmFtZSI6Imh1bmciLCJleHAiOjE1NTE2ODgwNjksImVtYWlsIjoiaHVuZ0BnbWFpbC5jb20ifQ.F-K4nltgw0b-WE4LeDjrZvsvaCVV9iWAGvXlaGtjbbw,"Xin lỗi, tôi không chắc mình hiểu đúng ý bạn🤔 Ý bạn là...",2019-03-04 15:24:36.660528
eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1c2VyX2lkIjoxLCJ1c2VybmFtZSI6Imh1bmciLCJleHAiOjE1NTE2ODgwNjksImVtYWlsIjoiaHVuZ0BnbWFpbC5jb20ifQ.F-K4nltgw0b-WE4LeDjrZvsvaCVV9iWAGvXlaGtjbbw,Cảm ơn về phản hồi của bạn! Chúng tôi sẽ ghi nhận phản hồi và trả lời bạn sớm nhất ạ!,2019-03-04 15:24:46.881882
đặt phòng,📅  Vào ngày nào thế ạ?,2019-03-04 15:44:26.110123
ngày mai,⏲️ Cuộc họp bắt đầu lúc mấy giờ ạ ?,2019-03-04 15:44:32.562280
lúc 8 giờ,Thời lượng của cuộc họp là bao lâu ạ?,2019-03-04 15:44:42.268505
khoảng 2 tiếng,Bao nhiêu người sẽ tham gia cuộc họp ạ?,2019-03-04 15:44:49.658135
10 người,"Cảm ơn bạn đã cung cấp thông tin, bạn xác nhận các thông tin đã cung cấp giúp tôi nhé:
Ngày: 2019-03-05
Thời gian: 8:0
Thời lượng: 120
Số lượng người tham gia: 10",2019-03-04 15:44:57.161630
đặt phòng,📅  Vào ngày nào thế ạ?,2019-03-04 15:48:24.347714
ngày mai,⏲️ Cuộc họp bắt đầu lúc mấy giờ ạ ?,2019-03-04 15:48:30.123064
lúc 8 giờ,Thời lượng của cuộc họp là bao lâu ạ?,2019-03-04 15:48:38.860243
khoảng 2 tiếng,Bạn đặt phòng cho bao nhiêu người ạ?,2019-03-04 15:48:47.479279
cho 6 người,"Cảm ơn bạn đã cung cấp thông tin, bạn xác nhận các thông tin đã cung cấp giúp tôi nhé:
Ngày: 2019-03-05
Thời gian: 8:0
Thời lượng: 120
Số lượng người tham gia: 6",2019-03-04 15:48:59.237233
xin chào,Xin chàooo 👋,2019-03-04 15:53:01.864867
khỏe chứ,Dạ vâng em khỏe lắm ạ ^^,2019-03-04 15:53:08.464735
đặt cho anh cái phòng,📅  Vào ngày nào thế ạ?,2019-03-04 15:53:15.265022
ngày mai lúc 9 giờ nhé,Thời lượng của cuộc họp là bao lâu ạ?,2019-03-04 15:53:25.171954
khoảng 2 tiếng ,Bao nhiêu người sẽ tham gia cuộc họp ạ?,2019-03-04 15:53:31.412415
10 người,"Cảm ơn bạn đã cung cấp thông tin, bạn xác nhận các thông tin đã cung cấp giúp tôi nhé:
Ngày: 2019-03-05
Thời gian: 9:0
Thời lượng: 120
Số lượng người tham gia: 10",2019-03-04 15:53:37.814363
chào chú,Xin chàooo 👋,2019-03-04 15:55:15.040641
đặt lại cho anh đi,📅  Vào ngày nào thế ạ?,2019-03-04 15:55:19.606752
ngày mai lúc 9 giờ cho 10 người,Thời lượng của cuộc họp là bao lâu ạ?,2019-03-04 15:55:29.783669
2 tiếng ,"Cảm ơn bạn đã cung cấp thông tin, bạn xác nhận các thông tin đã cung cấp giúp tôi nhé:
Ngày: 2019-03-05
Thời gian: 9:0
Thời lượng: 120
Số lượng người tham gia: 10",2019-03-04 15:55:34.707868
lại đặt tiếp,Dạ!!!,2019-03-04 15:56:26.870873
đặt phòng đi chú,📅  Vào ngày nào thế ạ?,2019-03-04 15:56:35.420241
ngày mai lúc 9 giờ cho 10 người ,Thời lượng của cuộc họp là bao lâu ạ?,2019-03-04 15:56:56.283681
khoảng 1 tiếng thôi,"Cảm ơn bạn đã cung cấp thông tin, bạn xác nhận các thông tin đã cung cấp giúp tôi nhé:
Ngày: 2019-03-05
Thời gian: 9:0
Thời lượng: 60
Số lượng người tham gia: 10",2019-03-04 15:57:04.925133
hủy giúp anh cái phòng,"Để thuận tiện cho quá trình tìm kiếm, hãy cho tôi biết thêm về ngày bạn thực đặt phòng đó hoặc ngày sẽ diễn ra cuộc họp.",2019-03-04 15:57:48.989584
xin chào,Hãy cho tôi biết thêm về ngày bạn thực đặt phòng đó hoặc ngày sẽ diễn ra cuộc họp.,2019-03-04 15:59:54.514826
ngày hôm qua,"Hmmmm, tôi không chắc mình hiểu ý bạn....",2019-03-04 16:00:06.985942
hủy giúp anh cái phòng đấy,Hãy cho tôi biết thêm về ngày bạn thực đặt phòng đó hoặc ngày sẽ diễn ra cuộc họp.,2019-03-04 16:00:21.793334
ngày hôm qua,"Để hủy phòng, hãy cho tôi biết mã đặt phòng bạn muốn hủy.",2019-03-04 16:00:27.965384
xin chào,Hello 👋,2019-03-04 16:05:53.943404
chào,Xin chàooo 👋,2019-03-04 16:05:56.290824
chào,Bạn muốn tôi giúp gì nữa không ạ ?,2019-03-04 16:05:57.584894
chào,Bạn muốn tôi giúp gì nữa không ạ ?,2019-03-04 16:06:00.256772
chào,Bạn muốn tôi giúp gì nữa không ạ ?,2019-03-04 16:06:02.607108
đặt phòng,"📅  Dạ, vào ngày nào thế ạ?",2019-03-04 16:06:05.702830
ngày mai lúc 9 giờ cho 10 người nhé,Thời lượng của cuộc họp là bao lâu ạ?,2019-03-04 16:06:17.478744
1 tiếng,"Cảm ơn bạn đã cung cấp thông tin, bạn xác nhận các thông tin đã cung cấp giúp tôi nhé:
Ngày: 2019-03-05
Thời gian: 9:0
Thời lượng: 60
Số lượng người tham gia: 10",2019-03-04 16:06:21.805874
oke,Dạ!!!,2019-03-04 16:07:17.295355
hủy phòng giúp anh,"Để thuận tiện cho quá trình tìm kiếm, hãy cho tôi biết thêm về ngày bạn thực đặt phòng đó hoặc ngày sẽ diễn ra cuộc họp.",2019-03-04 16:07:26.831026
áđá,"Xin lỗi, tôi không chắc mình hiểu đúng ý bạn🤔 Ý bạn là...",2019-03-04 16:08:03.044350
ád,"Tôi xin lỗi, tôi không thể giúp bạn được :( Vui lòng cho tôi biết nếu bạn có bất kỳ đề xuất nào về cách tôi có thể cải thiện ạ.",2019-03-04 16:08:03.648203
ádád,Cảm ơn về phản hồi của bạn! Chúng tôi sẽ ghi nhận phản hồi và trả lời bạn sớm nhất ạ!,2019-03-04 16:08:04.196061
ê,"Xin lỗi, tôi không chắc mình hiểu đúng ý bạn🤔 Ý bạn là...",2019-03-04 16:08:08.979728
tìm phòng đã đjăt,"Quá trình đặt phòng chưa kết thúc, bạn có muốn tiếp tục không ạ?",2019-03-04 16:08:22.614940
dừng ,"Tôi xin lỗi, tôi không thể giúp bạn :(",2019-03-04 16:08:31.951148
tìm phòng đã đjăt,"Quá trình đặt phòng chưa kết thúc, bạn có muốn tiếp tục không ạ?",2019-03-04 16:08:41.048923
không,"Tôi xin lỗi, tôi không thể giúp bạn :(",2019-03-04 16:08:47.395977
đặt phòng ,📅  Cuộc họp vào ngày nào ạ?,2019-03-04 16:09:08.855831
đặt pizzs,"Tôi không hiểu được 'đặt pizzs', hãy nói rõ hơn cho tôi :(",2019-03-04 16:09:32.451941
đặt pizza,"Tôi không hiểu được 'đặt pizza', hãy nói rõ hơn cho tôi :(",2019-03-04 16:09:39.567643
aksjdsad,"Xin lỗi, tôi không chắc mình hiểu đúng ý bạn🤔 Ý bạn là...",2019-03-04 16:09:48.575581
dkalsdkalsdkalsd,Xin lỗi 🙇‍♂ Tôi không hiểu ý bạn?,2019-03-04 16:09:56.050182
đặt phòng,"📅  Dạ, vào ngày nào thế ạ?",2019-03-04 16:26:22.979813
ngày mai,⏲️ Cuộc họp bắt đầu lúc mấy giờ ạ ?,2019-03-04 16:26:40.222989
lúc 8 giờ,Thời lượng của cuộc họp là bao lâu ạ?,2019-03-04 16:26:48.444642
khoảng 2 tiếng,Bao nhiêu người sẽ tham gia cuộc họp ạ?,2019-03-04 16:27:05.780707
7 người,"Cảm ơn bạn đã cung cấp thông tin, bạn xác nhận các thông tin đã cung cấp giúp tôi nhé:
Ngày: 2019-03-05
Thời gian: 8:0
Thời lượng: 120
Số lượng người tham gia: 7",2019-03-04 16:27:18.457907
đúng,Dạ!!!,2019-03-04 16:34:48.423455
đặt phòng,📅  Vào ngày nào thế ạ?,2019-03-04 16:34:55.039759
ngày mai,⏲️ Cuộc họp bắt đầu lúc mấy giờ ạ ?,2019-03-04 16:35:01.927235
lúc 8 giờ,Thời lượng của cuộc họp là bao lâu ạ?,2019-03-04 16:35:09.543632
khoảng 2 tiếng,Bao nhiêu người sẽ tham gia cuộc họp ạ?,2019-03-04 16:35:16.421228
6 người,"Cảm ơn bạn đã cung cấp thông tin, bạn xác nhận các thông tin đã cung cấp giúp tôi nhé:
Ngày: 2019-03-05
Thời gian: 8:0
Thời lượng: 120
Số lượng người tham gia: 6",2019-03-04 16:35:24.657028
/restart,Khởi động lại Bot thành công ^^,2019-03-04 16:36:35.024773
/restart,Khởi động lại Bot thành công ^^,2019-03-04 16:37:11.996715
/restart,Khởi động lại Bot thành công ^^,2019-03-04 16:38:38.001836
đặt phòng ngày mai lúc 9 giờ cho 10 người,Thời lượng của cuộc họp là bao lâu ạ?,2019-03-04 16:39:19.420342
khoảng 2 tiếng,"Cảm ơn bạn đã cung cấp thông tin, bạn xác nhận các thông tin đã cung cấp giúp tôi nhé:
Ngày: 2019-03-05
Thời gian: 9:0
Thời lượng: 120
Số lượng người tham gia: 10",2019-03-04 16:39:25.860650
hủy phòng đã đặt,You are welcome 🙆‍♂️,2019-03-04 16:42:02.082804
tìm giúp anh phòng đã đặt,"Để thuận tiện cho quá trình tìm kiếm, hãy cho tôi biết thêm về ngày bạn thực đặt phòng đó hoặc ngày sẽ diễn ra cuộc họp.",2019-03-04 16:42:12.924317
Tìm giúp anh đã đặt ngày mai,"Xin lỗi, tôi không chắc mình hiểu đúng ý bạn🤔 Ý bạn là...",2019-03-04 16:43:25.327689
/find_booked_room,"Để thuận tiện cho quá trình tìm kiếm, hãy cho tôi biết thêm về ngày bạn thực đặt phòng đó hoặc ngày sẽ diễn ra cuộc họp.",2019-03-04 16:43:36.737724
/restart,Khởi động lại Bot thành công ^^,2019-03-04 16:46:00.391135
Đặt phòng ngày mai lúc 9 giờ nhé,Thời lượng của cuộc họp là bao lâu ạ?,2019-03-04 16:46:19.360087
khoảng 2 tiếng cho 10 người,"Cảm ơn bạn đã cung cấp thông tin, bạn xác nhận các thông tin đã cung cấp giúp tôi nhé:
Ngày: 2019-03-05
Thời gian: 9:0
Thời lượng: 120
Số lượng người tham gia: 10",2019-03-04 16:46:29.700630
/restart,Khởi động lại Bot thành công ^^,2019-03-04 16:59:43.631617
đặt phòng ngày mai lúc 8 giờ khoảng 2 tiếng cho 6 người,"Cảm ơn bạn đã cung cấp thông tin, bạn xác nhận các thông tin đã cung cấp giúp tôi nhé:
Ngày: 2019-03-05
Thời gian: 8:0
Thời lượng: 120
Số lượng người tham gia: 6",2019-03-04 17:00:10.245944
hủy phòng đã đặt,Dạ. Không có chi ạ 🙆‍♂️,2019-03-04 17:00:38.010772
tìm phòng đã đặt,"Để thuận tiện cho quá trình tìm kiếm, hãy cho tôi biết thêm về ngày bạn thực đặt phòng đó hoặc ngày sẽ diễn ra cuộc họp.",2019-03-04 17:00:49.080136
xin chào,"Xin chào 👋.
Tôi có gì giúp gì cho bạn 🤔?",2019-03-04 17:01:13.592938
/restart,Khởi động lại Bot thành công ^^,2019-03-04 17:01:44.641341
/restart,Khởi động lại Bot thành công ^^,2019-03-04 17:02:49.977447
đặt phòng,📅  Cuộc họp vào ngày nào ạ?,2019-03-04 17:02:53.420787
tìm phòng đã đặt ,"Để thuận tiện cho quá trình tìm kiếm, hãy cho tôi biết thêm về ngày bạn thực đặt phòng đó hoặc ngày sẽ diễn ra cuộc họp.",2019-03-04 17:03:07.581544
ngày mai,⏲️ Cuộc họp bắt đầu lúc mấy giờ ạ ?,2019-03-04 17:03:21.129632
/restart,Khởi động lại Bot thành công ^^,2019-03-04 17:03:35.155660
tìm phòng đã đặt,"Để thuận tiện cho quá trình tìm kiếm, hãy cho tôi biết thêm về ngày bạn thực đặt phòng đó hoặc ngày sẽ diễn ra cuộc họp.",2019-03-04 17:03:40.857024
/restart,Khởi động lại Bot thành công ^^,2019-03-04 17:10:24.110538
đặt phòng ngày mai lúc 9 giờ cho 10 người khoảng 2 tiếng,"Cảm ơn bạn đã cung cấp thông tin, bạn xác nhận các thông tin đã cung cấp giúp tôi nhé:
Ngày: 2019-03-05
Thời gian: 9:0
Thời lượng: 120
Số lượng người tham gia: 10",2019-03-04 17:10:41.830389
/restart,Khởi động lại Bot thành công ^^,2019-03-04 17:18:50.688399
/restart,Khởi động lại Bot thành công ^^,2019-03-04 17:19:35.971704
xin chào,"Xin chào 👋.
Tôi có gì giúp gì cho bạn 🤔?",2019-03-04 17:19:39.226768
tôi muốn đặt phòng vào ngày mai lúc 9 giờ,Thời lượng của cuộc họp là bao lâu ạ?,2019-03-04 17:19:52.991802
khoảng 2 tiếng,Bao nhiêu người sẽ tham gia cuộc họp ạ?,2019-03-04 17:19:58.742555
7 người nhé,"Cảm ơn bạn đã cung cấp thông tin, bạn xác nhận các thông tin đã cung cấp giúp tôi nhé:
Ngày: 2019-03-05
Thời gian: 9:0
Thời lượng: 120
Số lượng người tham gia: 7",2019-03-04 17:20:05.887149
cảm ơn,Dạ vâng. Không có chi ạ 🙆‍♂,2019-03-04 17:20:19.129048
/restart,Khởi động lại Bot thành công ^^,2019-03-04 17:23:08.685332
tôi muốn tìm phòng đã đặt,"Để thuận tiện cho quá trình tìm kiếm, hãy cho tôi biết thêm về ngày bạn thực đặt phòng đó hoặc ngày sẽ diễn ra cuộc họp.",2019-03-04 17:23:19.871482
cảm ơn,You are welcome 🙆‍♂️,2019-03-04 17:23:37.668716
/restart,Khởi động lại Bot thành công ^^,2019-03-05 18:10:22.902638
xin chào,"Xin chào 👋.
Tôi có gì giúp gì cho bạn 🤔?",2019-03-05 18:10:27.638078
đặt phòng ,📅  Vào ngày nào thế ạ?,2019-03-05 18:10:36.674076
ngày mai lúc 9 giờ cho 10 ngườ nhé,Thời lượng của cuộc họp là bao lâu ạ?,2019-03-05 18:10:47.217251
khoảng 2 tiếng,"Cảm ơn bạn đã cung cấp thông tin, bạn xác nhận các thông tin đã cung cấp giúp tôi nhé:
Ngày: 2019-03-06
Thời gian: 9:0
Thời lượng: 120
Số lượng người tham gia: 10",2019-03-05 18:10:51.907323
tìm phòng đã đặt,"Để thuận tiện cho quá trình tìm kiếm, hãy cho tôi biết thêm về ngày bạn thực đặt phòng đó hoặc ngày sẽ diễn ra cuộc họp.",2019-03-05 18:11:07.160952
/restart,Khởi động lại Bot thành công ^^,2019-03-05 18:13:12.404137
tìm phòng đã đặt,"Để thuận tiện cho quá trình tìm kiếm, hãy cho tôi biết thêm về ngày bạn thực đặt phòng đó hoặc ngày sẽ diễn ra cuộc họp.",2019-03-05 18:13:29.188288
hủy phòng mã 41,"Để thuận tiện cho quá trình tìm kiếm, hãy cho tôi biết thêm về ngày bạn thực đặt phòng đó hoặc ngày sẽ diễn ra cuộc họp.",2019-03-05 18:14:01.290575
/restart,Khởi động lại Bot thành công ^^,2019-03-05 18:14:53.298473
đặt phòng,"📅  Dạ, vào ngày nào thế ạ?",2019-03-05 18:14:58.874338
khỏe chứ,Dạ vâng em khỏe lắm ạ ^^,2019-03-05 18:15:03.285344
bạn là bot hả ?,📅  Cuộc họp vào ngày nào ạ?,2019-03-05 18:15:34.844546
đặt pizza,"Tôi không hiểu được 'đặt pizza', hãy nói rõ hơn cho tôi :(",2019-03-05 18:17:21.569302
dkjaklsdjakdjasd,"Xin lỗi, tôi không chắc mình hiểu đúng ý bạn🤔 Ý bạn là...",2019-03-05 18:17:32.775879
không muốn tìm phòng nhưng đặt phòng,"Quá trình đặt phòng chưa kết thúc, bạn có muốn tiếp tục không ạ?",2019-03-05 18:18:01.115381
không đặt phòng,"Tôi không hiểu ý bạn, xin hãy giải thích cho tôi 🤔?",2019-03-05 18:18:14.909323
đặt phòng,"Xin chào 👋.
Tôi có gì giúp gì cho bạn 🤔?",2019-03-05 20:25:38.655385
đặt phòng,Hello 👋,2019-03-05 20:25:48.033081
đặt phòng,Xin chàooo 👋,2019-03-05 20:25:54.452864
đặt phòng,📅  Cuộc họp vào ngày nào ạ?,2019-03-05 20:39:57.074877
ngày mai,⏲️ Cuộc họp bắt đầu lúc mấy giờ ạ ?,2019-03-05 20:40:09.399981
lúc 8 giờ,Thời lượng của cuộc họp là bao lâu ạ?,2019-03-05 20:40:16.678940
khoảng 2 tiếng,Bao nhiêu người sẽ tham gia cuộc họp ạ?,2019-03-05 20:40:24.220728
6 người,"Cảm ơn bạn đã cung cấp thông tin, bạn xác nhận các thông tin đã cung cấp giúp tôi nhé:
Ngày: 2019-03-06
Thời gian: 8:0
Thời lượng: 120
Số lượng người tham gia: 6",2019-03-05 20:40:31.354099
đặt phòng,📅  Cuộc họp vào ngày nào ạ?,2019-03-05 20:41:50.387161
ngày mai,⏲️ Cuộc họp bắt đầu lúc mấy giờ ạ ?,2019-03-05 20:41:57.011348
lúc 8 giờ,Thời lượng của cuộc họp là bao lâu ạ?,2019-03-05 20:42:04.600167
khoảng 2 tiếng cho 6 người,"Cảm ơn bạn đã cung cấp thông tin, bạn xác nhận các thông tin đã cung cấp giúp tôi nhé:
Ngày: 2019-03-06
Thời gian: 8:0
Thời lượng: 120
Số lượng người tham gia: 6",2019-03-05 20:42:23.627787
đặt phòng vào ngày mai lúc 8 giờ khoảng 2 tiếng cho 6 người,"Cảm ơn bạn đã cung cấp thông tin, bạn xác nhận các thông tin đã cung cấp giúp tôi nhé:
Ngày: 2019-03-06
Thời gian: 8:0
Thời lượng: 120
Số lượng người tham gia: 6",2019-03-05 20:44:27.572822
đặt phòng vào ngày mai lúc 8 giờ khoảng 2 tiếng cho 6 người,"Cảm ơn bạn đã cung cấp thông tin, bạn xác nhận các thông tin đã cung cấp giúp tôi nhé:
Ngày: 2019-03-06
Thời gian: 8:0
Thời lượng: 120
Số lượng người tham gia: 6",2019-03-05 20:47:16.388510
đặt phòng vào ngày mai lúc 8 giờ khoảng 2 tiếng cho 6 người,"Cảm ơn bạn đã cung cấp thông tin, bạn xác nhận các thông tin đã cung cấp giúp tôi nhé:
Ngày: 2019-03-06
Thời gian: 8:0
Thời lượng: 120
Số lượng người tham gia: 6",2019-03-05 20:48:58.394008
đặt phòng vào ngày mai lúc 8 giờ khoảng 2 tiếng cho 6 người,"Cảm ơn bạn đã cung cấp thông tin, bạn xác nhận các thông tin đã cung cấp giúp tôi nhé:
Ngày: 2019-03-06
Thời gian: 8:0
Thời lượng: 120
Số lượng người tham gia: 6",2019-03-05 20:51:54.461894
đặt phòng vào ngày mai lúc 8 giờ khoảng 2 tiếng cho 6 người,"Cảm ơn bạn đã cung cấp thông tin, bạn xác nhận các thông tin đã cung cấp giúp tôi nhé:
Ngày: 2019-03-06
Thời gian: 8:0
Thời lượng: 120
Số lượng người tham gia: 6",2019-03-05 21:08:14.678010
đặt phòng vào ngày mai lúc 8 giờ khoảng 2 tiếng cho 6 người,"Cảm ơn bạn đã cung cấp thông tin, bạn xác nhận các thông tin đã cung cấp giúp tôi nhé:
Ngày: 2019-03-06
Thời gian: 8:0
Thời lượng: 120
Số lượng người tham gia: 6",2019-03-05 21:09:04.303450
đặt phòng vào ngày mai lúc 8 giờ khoảng 2 tiếng cho 6 người,"Cảm ơn bạn đã cung cấp thông tin, bạn xác nhận các thông tin đã cung cấp giúp tôi nhé:
Ngày: 2019-03-06
Thời gian: 8:0
Thời lượng: 120
Số lượng người tham gia: 6",2019-03-05 21:09:45.901142
đặt phòng vào ngày mai lúc 8 giờ khoảng 2 tiếng cho 6 người,"Cảm ơn bạn đã cung cấp thông tin, bạn xác nhận các thông tin đã cung cấp giúp tôi nhé:
Ngày: 2019-03-06
Thời gian: 8:0
Thời lượng: 120
Số lượng người tham gia: 6",2019-03-05 21:10:33.331028
đặt phòng vào ngày mai lúc 8 giờ khoảng 2 tiếng cho 6 người,"Cảm ơn bạn đã cung cấp thông tin, bạn xác nhận các thông tin đã cung cấp giúp tôi nhé:
Ngày: 2019-03-06
Thời gian: 8:0
Thời lượng: 120
Số lượng người tham gia: 6",2019-03-05 21:12:56.745159
đặt phòng vào ngày mai lúc 8 giờ khoảng 2 tiếng cho 6 người,"Cảm ơn bạn đã cung cấp thông tin, bạn xác nhận các thông tin đã cung cấp giúp tôi nhé:
Ngày: 2019-03-06
Thời gian: 8:0
Thời lượng: 120
Số lượng người tham gia: 6",2019-03-05 21:16:10.898204
đặt phòng vào ngày mai lúc 8 giờ khoảng 2 tiếng cho 6 người,"Cảm ơn bạn đã cung cấp thông tin, bạn xác nhận các thông tin đã cung cấp giúp tôi nhé:
Ngày: 2019-03-06
Thời gian: 8:0
Thời lượng: 120
Số lượng người tham gia: 6",2019-03-05 21:21:28.693652
đặt phòng vào ngày mai lúc 8 giờ khoảng 2 tiếng cho 6 người,"Cảm ơn bạn đã cung cấp thông tin, bạn xác nhận các thông tin đã cung cấp giúp tôi nhé:
Ngày: 2019-03-06
Thời gian: 8:0
Thời lượng: 120
Số lượng người tham gia: 6",2019-03-05 21:22:28.502068
đặt phòng vào ngày mai lúc 8 giờ khoảng 2 tiếng cho 6 người,"Cảm ơn bạn đã cung cấp thông tin, bạn xác nhận các thông tin đã cung cấp giúp tôi nhé:
Ngày: 2019-03-06
Thời gian: 8:0
Thời lượng: 120
Số lượng người tham gia: 6",2019-03-05 21:22:59.472446
đặt phòng vào ngày mai lúc 8 giờ khoảng 2 tiếng cho 6 người,"Cảm ơn bạn đã cung cấp thông tin, bạn xác nhận các thông tin đã cung cấp giúp tôi nhé:
Ngày: 2019-03-06
Thời gian: 8:0
Thời lượng: 120
Số lượng người tham gia: 6",2019-03-05 21:23:43.824464
